objectid,name,problems,district,group_d,status_num,status_detail,detail,remark,สพน,สคน,กรบ,กรท,เขต,x,y
225,บริเวณถนท่าเรือราชวงศ์ถึงศาลเจ้าเผยอิง,น้ำหนุน,สัมพันธวงศ์,กรุงเทพกลาง,5,แก้ไขแล้วเสร็จ,"แนวเขื่อนริมแม่น้ำเจ้าพระยาชำรุด, รั่ว บริเวณถนท่าเรือราชวงศ์ถึงศาลเจ้าเผยอิง ",,1. งานปรับปรุงแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณถนนทรงวาดจากท่าเรือราชวงศ์ถึงศาลเจ้าเผยอิง #เเล้วเสร็จ,,,,,100.5049744,13.73843193
226,เจริญกรุง 32 (ฟันหลอ),น้ำหนุน,บางรัก,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,แนวฟันหลอริมแม่น้ำเจ้าพระยา,,1. งานก่อสร้างแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณซอยเจริญกรุง 32 #เเล้วเสร็จ,,,,,100.513504,13.72720623
227,บริเวณคลองขุดวัดช่องลม ช่วงจากสถานีสูบน้ำคลองขุดวัดช่องลมถึงแม่น้ำเจ้าพระยา ถนนพระรามที่ 3,น้ำหนุน,ยานนาวา,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,แนวป้องกันน้ำท่วมรั่วซึม,,งานปรับปรุงแนวป้องกันน้ำท่วมบริเวณคลองขุดวัดช่องลม ช่วงจากสถานีสูบน้ำคลองขุดวัดช่องลมถึงแม่น้ำเจ้าพระยา ถนนพระรามที่ 3 #ก่อสร้าง,,,,,100.5476379,13.7029686
228,แยกเจริญราษฎร์ (ฟันหลอ),น้ำหนุน,บางคอแหลม,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,แนวฟันหลอริมแม่น้ำเจ้าพระยา,,1. งานก่อสร้างและปรับปรุงแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณแยกเจริญราษฎร์ ถนนพระรามที่ 3 #ก่อสร้าง,,,,,100.5082245,13.68724823
229,บริเวณถนนพระรามที่ 3 ซอย 38 (ฟันหลอ),น้ำหนุน,ยานนาวา,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,แนวฟันหลอริมแม่น้ำเจ้าพระยา,,1. งานก่อสร้างแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณถนนพระรามที่ 3 ซอย 38 #ก่อสร้าง,,,,,100.5458832,13.67308998
230,บริเวณชุมชนโรงสี ซอยพระรามที่สาม 64 (ฟันหลอ),น้ำหนุน,ยานนาวา,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,แนวฟันหลอริมแม่น้ำเจ้าพระยา,,งานก่อสร้างแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณชุมชนโรงสี ถนนพระรามที่ 3 #ของบ,,,,,100.5495377,13.69918728
231,ลานหิมะทองคำ,น้ำหนุน,คลองเตย,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,แนวป้องกันน้ำท่วมรั่วซึม,,1. งานปรับปรุงแนวป้องกันน้ำท่วมริมคลองพระโขนง ช่วงจากสถานีสูบน้ำพระโขนงถึงถนนทางรถไฟสายเก่า #เเล้วเสร็จ,,,,,100.5897522,13.70541477
232,วัดคลองเตยนอก,น้ำหนุน,คลองเตย,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,แนวป้องกันน้ำท่วมรั่วซึม,,1. งานปรับปรุงแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณสถานีสูบน้ำคลองบางนาถึงกรมสรรพาวุธทหารเรือ #ของบ,,,,,100.5615768,13.70889187
233,ชุมชนโรงหมู ถนนทางรถไฟสายเก่า (ฟันหลอ),น้ำหนุน,คลองเตย,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,แนวป้องกันน้ำท่วมรั่วซึม,,1. งานก่อสร้างแนวป้องกันน้ำท่วมคลองพระโขนง บริเวณทางรถไฟสายเก่า #ก่อสร้าง,,,,,100.5882416,13.70553684
234,หมู่บ้านมหาวงษ์ แยกซอยภูมิจิตร,น้ำหนุน,คลองเตย,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,แนวป้องกันน้ำท่วมรั่วซึม,,1. งานปรับปรุงแนวป้องกันน้ำท่วมริมคลองพระโขนง ช่วงจากสถานีสูบน้ำพระโขนงถึงถนนทางรถไฟสายเก่า #เเล้วเสร็จ,,,,,100.5915604,13.70832348
